n,seed,branch_policy,lower_bound,incumbent_heuristic,optimal_cost,runtime,nodes_explored,pruned_states,pruning_rate,proof_time,optimality_proven,time_limit_hit,initial_incumbent,incumbent_updates
12,1,greedy,trivial,nn_2opt_fast,2849.3329717576503,3.0000025830231607,1990380,1488562,0.7478782945970116,,False,True,2849.3329717576503,0
12,1,greedy,trivial,greedy_2opt_fast,2849.3329717576503,2.93400862487033,1997494,1494328,0.7481013710178854,2.93400862487033,True,False,2849.3329717576507,1
12,1,greedy,trivial,multistart_2opt_fast,2849.3329717576503,2.923766459338367,1997494,1494328,0.7481013710178854,2.923766459338367,True,False,2849.3329717576507,1
12,1,random,trivial,nn_2opt_fast,2849.3329717576503,2.902249832637608,1997494,1494328,0.7481013710178854,2.902249832637608,True,False,2849.3329717576503,0
12,1,random,trivial,greedy_2opt_fast,2849.3329717576503,2.642980541102588,1997494,1494328,0.7481013710178854,2.642980541102588,True,False,2849.3329717576507,1
12,1,random,trivial,multistart_2opt_fast,2849.3329717576503,2.6494613750837743,1997494,1494328,0.7481013710178854,2.6494613750837743,True,False,2849.3329717576507,1
12,1,lexicographic,mst,nn_2opt_fast,2849.3329717576503,0.002340750303119421,239,203,0.8493723849372385,0.002340750303119421,True,False,2849.3329717576503,0
12,1,lexicographic,mst,greedy_2opt_fast,2849.3329717576503,0.0028096665628254414,267,223,0.8352059925093633,0.0028096665628254414,True,False,2849.3329717576507,1
12,1,lexicographic,mst,multistart_2opt_fast,2849.3329717576503,0.003658125177025795,267,223,0.8352059925093633,0.003658125177025795,True,False,2849.3329717576507,1
12,1,nearest,mst,nn_2opt_fast,2849.3329717576503,0.00234233308583498,239,203,0.8493723849372385,0.00234233308583498,True,False,2849.3329717576503,0
12,1,nearest,mst,greedy_2opt_fast,2849.3329717576503,0.00279654236510396,267,223,0.8352059925093633,0.00279654236510396,True,False,2849.3329717576507,1
12,1,nearest,mst,multistart_2opt_fast,2849.3329717576503,0.003911333158612251,267,223,0.8352059925093633,0.003911333158612251,True,False,2849.3329717576507,1
12,1,greedy,mst,nn_2opt_fast,2849.3329717576503,0.0025549172423779964,239,203,0.8493723849372385,0.0025549172423779964,True,False,2849.3329717576503,0
12,1,greedy,mst,greedy_2opt_fast,2849.3329717576503,0.00285166734829545,267,223,0.8352059925093633,0.00285166734829545,True,False,2849.3329717576507,1
12,1,greedy,mst,multistart_2opt_fast,2849.3329717576503,0.0037872078828513622,267,223,0.8352059925093633,0.0037872078828513622,True,False,2849.3329717576507,1
12,1,random,mst,nn_2opt_fast,2849.3329717576503,0.002439250238239765,239,203,0.8493723849372385,0.002439250238239765,True,False,2849.3329717576503,0
12,1,random,mst,greedy_2opt_fast,2849.3329717576503,0.0027106250636279583,267,223,0.8352059925093633,0.0027106250636279583,True,False,2849.3329717576507,1
12,1,random,mst,multistart_2opt_fast,2849.3329717576503,0.0038040000945329666,267,223,0.8352059925093633,0.0038040000945329666,True,False,2849.3329717576507,1
12,2,lexicographic,trivial,nn_2opt_fast,2711.960830406868,2.396811082959175,2088953,1569689,0.7514237993865827,2.396811082959175,True,False,2711.9608304068684,1
12,2,lexicographic,trivial,greedy_2opt_fast,2711.960830406868,2.417834249790758,2088953,1569689,0.7514237993865827,2.417834249790758,True,False,2711.960830406868,0
12,2,lexicographic,trivial,multistart_2opt_fast,2711.960830406868,2.420389040838927,2088953,1569689,0.7514237993865827,2.420389040838927,True,False,2711.960830406868,0
12,2,nearest,trivial,nn_2opt_fast,2711.960830406868,2.813922916073352,2088953,1569689,0.7514237993865827,2.813922916073352,True,False,2711.9608304068684,1
12,2,nearest,trivial,greedy_2opt_fast,2711.960830406868,2.822741249576211,2088953,1569689,0.7514237993865827,2.822741249576211,True,False,2711.960830406868,0
12,2,nearest,trivial,multistart_2opt_fast,2711.960830406868,2.8304396248422563,2088953,1569689,0.7514237993865827,2.8304396248422563,True,False,2711.960830406868,0
12,2,greedy,trivial,nn_2opt_fast,2711.960830406868,3.000000750180334,2058469,1545199,0.7506544912748261,,False,True,2711.9608304068684,1
12,2,greedy,trivial,greedy_2opt_fast,2711.960830406868,3.0000005001202226,2053014,1540909,0.7505594214165126,,False,True,2711.960830406868,0
12,2,greedy,trivial,multistart_2opt_fast,2711.960830406868,3.000001166947186,2045660,1535259,0.7504956835446751,,False,True,2711.960830406868,0
12,2,random,trivial,nn_2opt_fast,2711.960830406868,2.751481791958213,2088953,1569689,0.7514237993865827,2.751481791958213,True,False,2711.9608304068684,1
12,2,random,trivial,greedy_2opt_fast,2711.960830406868,2.8019476672634482,2088953,1569689,0.7514237993865827,2.8019476672634482,True,False,2711.960830406868,0
12,2,random,trivial,multistart_2opt_fast,2711.960830406868,2.7585458331741393,2088953,1569689,0.7514237993865827,2.7585458331741393,True,False,2711.960830406868,0
12,2,lexicographic,mst,nn_2opt_fast,2711.960830406868,0.004221125040203333,420,362,0.861904761904762,0.004221125040203333,True,False,2711.9608304068684,1
12,2,lexicographic,mst,greedy_2opt_fast,2711.960830406868,0.004783375188708305,419,363,0.8663484486873508,0.004783375188708305,True,False,2711.960830406868,0
12,2,lexicographic,mst,multistart_2opt_fast,2711.960830406868,0.005498250015079975,419,363,0.8663484486873508,0.005498250015079975,True,False,2711.960830406868,0
12,2,nearest,mst,nn_2opt_fast,2711.960830406868,0.004429084248840809,420,362,0.861904761904762,0.004429084248840809,True,False,2711.9608304068684,1
12,2,nearest,mst,greedy_2opt_fast,2711.960830406868,0.004529166966676712,419,363,0.8663484486873508,0.004529166966676712,True,False,2711.960830406868,0
12,2,nearest,mst,multistart_2opt_fast,2711.960830406868,0.005668958183377981,419,363,0.8663484486873508,0.005668958183377981,True,False,2711.960830406868,0
12,2,greedy,mst,nn_2opt_fast,2711.960830406868,0.004511584062129259,420,362,0.861904761904762,0.004511584062129259,True,False,2711.9608304068684,1
12,2,greedy,mst,greedy_2opt_fast,2711.960830406868,0.00493741687387228,419,363,0.8663484486873508,0.00493741687387228,True,False,2711.960830406868,0
12,2,greedy,mst,multistart_2opt_fast,2711.960830406868,0.005916999652981758,419,363,0.8663484486873508,0.005916999652981758,True,False,2711.960830406868,0
12,2,random,mst,nn_2opt_fast,2711.960830406868,0.004414833150804043,420,362,0.861904761904762,0.004414833150804043,True,False,2711.9608304068684,1
12,2,random,mst,greedy_2opt_fast,2711.960830406868,0.004497415851801634,419,363,0.8663484486873508,0.004497415851801634,True,False,2711.960830406868,0
12,2,random,mst,multistart_2opt_fast,2711.960830406868,0.005685041192919016,419,363,0.8663484486873508,0.005685041192919016,True,False,2711.960830406868,0
